"","salary","Age","MP","FG","X3P","FT","DRB","AST","PTS","PER","TSpct","ORBpct","DRBpct","TRBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","OBPM","DBPM","VORP","Weight","Height","possGain","possLost","FGM","X3M","FTM","PositionC","PositionPF","PositionPG","PositionSF","PositionSG","starter1"
"Didi Louzada",14.444770738434,-0.838250259363189,-1.67718688491409,0.832909122935104,-0.206199787827486,0.0206192872027356,0.111703989580001,0.0540672212702758,1.58923520511658,2.00148000021012,0.416734700366395,0.16273442351865,0.256199934181429,0.242796489215604,0.102903511964774,0.135801541159062,0.048790164169432,0.229523158278249,-1.12432068206132,0.196710294246054,-1.41640696415171,-1.53241454766541,-2.45375447994135,0.0870113769896297,-1.14958581552614,-0.421100782695152,0.133531392624523,-0.824107224521896,-0.791378395522232,-0.376590422108646,0,0,0,0,1,0,0
"Dillon Brooks",16.2491239133647,0.132022836629168,-0.637480427473411,2.09186406167839,0.23247455303542,0.255933374137201,0.189868762429337,0.230523658611832,2.96527306606928,2.80336038090653,0.415415438961333,0.136758937115389,0.217064505237828,0.206207041783311,0.273782234762747,0.296731907971699,0.0263173083173734,0.148420005118273,1.74449858036716,0.237532288766309,-0.501776458152398,-0.246417876857582,-0.5787900893295,0.10354067894084,0.361918466076248,0.189098087323485,0.284104251103897,1.3367729384816,1.75332572677838,0.754740583655386,0.149531733970964,0,0,0,1,0,1
"Domantas Sabonis",16.7332812900486,-0.110545437368921,1.08132161633046,2.09186406167839,-0.644874128690391,0.348306694268216,0.592824458932076,0.393042588109607,2.99071973173045,3.13113691056019,0.492865298388998,0.367393160158757,0.58717429501158,0.556338887133108,0.393809165379803,0.212174519943636,0.036010437523033,0.300104592450338,0.564288124304812,0.470909016360548,0.41285404784691,1.49590019326915,0.647148166070557,0.336472236621213,0.97469047213127,1.40949582736076,0.505094949057006,2.45446957451789,0.315014701130209,-0.50968818749265,0.372675285285174,0,1,0,0,0,1
"Donovan Mitchell",17.2283657228439,-0.110545437368921,1.25366836445577,2.32238772029023,2.53551484256567,0.348306694268216,0.269332933783584,0.399273137860243,3.29212628660779,3.11794990627824,0.452348694007015,0.110090690033228,0.256199934181429,0.230748150699429,0.448819680265719,0.336472236621213,0.0165293019512105,0.210260925483196,2.48893902188342,0.443384342970458,1.12423333029082,2.0766728833114,-0.218220014211836,0.362114667234551,-0.0465962046271007,-1.64149852273243,0.305381649551182,1.70933848382703,2.49092112454668,2.75120706441544,0.20359895524124,0,0,0,0,1,1
"Donte DiVincenzo",15.3195879547405,-0.110545437368921,-0.470622429288395,1.33500106673234,0.671148893898326,0.163039627244504,0.248279524585752,0.230523658611832,2.30258509299405,2.50959926237837,0.412109650826833,0.170033726000261,0.326187335834888,0.2981235531722,0.284609873414811,0.349375641457121,0.0230652729309962,0.280657457514817,-0.0530527296354953,0.19074012725955,-0.501776458152398,-0.578287985453151,-0.362448044258902,0.0953101798043249,-0.536813809471119,-0.726200217704471,0.284104251103897,0.144563193376221,0.24125516135338,0.821289466347387,0.0923733201310151,0,0,0,0,1,0
"Dorian Finney-Smith",16.333368307892,0.617159384625346,1.7797650462332,1.62924053973028,1.10982323476123,0.0703807967617996,0.255346691808845,0.162055859334371,2.484906649788,2.60268968544438,0.472500509444323,0.198709525976928,0.258329860439253,0.26353797352242,0.155026720181138,0.269332933783584,0.0424207158839523,0.180653499693258,-0.979064010545955,0.381014012244,1.83561261273472,0.209903522461325,0.502920136023492,0.248279524585752,0.157661130724574,0.189098087323485,0.3666252747919,0.144563193376221,0.0199765420228912,0.688191700963384,0.0923733201310151,0,1,0,0,0,1
"Doug McDermott",16.4365493820769,1.10229593262152,-0.17422993251238,1.64865862558738,1.0001546495455,0.0800427076735364,0.159332038569256,0.113659318472521,2.50959926237837,2.51769647261099,0.465619030927911,0.0626509649616673,0.208155760348718,0.171448408418137,0.139139360418819,0.0870113769896297,0.0132452267500207,0.150142658429719,-0.16199523327202,0.26013212068355,-0.908278905263202,0.00248470458909412,-1.51627228463543,0.0953101798043249,0.361918466076248,0.189098087323485,0.108213584640233,-0.600567897314638,0.130615851688135,0.488545052887378,0.0625203569813339,0,1,0,0,0,1
"Draymond Green",17.0661357548968,1.34486420661961,-0.0296013715855659,1.3609765531356,-0.97387988433757,0.126999690761308,0.452811228705363,0.499652323167865,2.14006616349627,2.72785282839839,0.458689869345462,0.151684587332065,0.494158571280779,0.423120043346885,0.509597876527668,0.336472236621213,0.113328685307003,0.493475985430878,-0.888278590848852,0.243230309880947,1.42911016562392,-0.412352931155367,3.31536672194127,0.241162056816888,0.566175801427922,-0.116001347685833,0.395895657092014,2.15641713824154,-0.680739085856988,-0.842432600952659,0.20359895524124,0,1,0,0,0,1
"Drew Eubanks",14.4926172754052,-0.35311371136701,-0.148844464038509,1.41098697371026,-1.19321705476902,0.13613217432458,0.276253376628158,0.105360515657826,2.16332302566054,2.94443897916644,0.493475985430878,0.388073365396295,0.477209012967006,0.488439509467528,0.187760047424893,0.197359434158495,0.0892311337279426,0.276115436080316,-0.307251904787386,0.319770387003281,-0.298525234596996,-0.0389990589853518,-0.650904104353034,0.119801199812621,1.17894780748294,0.799296957342123,0.336472236621213,-0.228002351969208,-0.902017705187476,-1.30827477979667,0.121360857004268,1,0,0,0,0,0
"Duncan Robinson",16.6429425160866,0.374591110627257,0.953845398967073,1.54756250871601,1.87750333127132,0.0606246218164348,0.189868762429337,0.138150338480817,2.47653840011748,2.45100509811232,0.452984624076141,0.0585941642660528,0.238995208731798,0.19370687901908,0.174107958256566,0.167054084663166,0.0230652729309962,0.138021297897375,-0.270937736908545,0.303854931697382,0.616105271402312,0.0439684681635407,-0.218220014211836,0.159332038569256,-0.0465962046271007,0.189098087323485,0.133531392624523,0.144563193376221,0.351894471018623,1.88607158941942,0.0625203569813339,0,0,0,0,1,1
"Dwight Powell",16.2206635208082,1.10229593262152,0.610386871453015,1.45861502269952,-1.0835484695533,0.189241999638528,0.226773319364788,0.105360515657826,2.27212588550934,2.94968833505258,0.545227050483323,0.37926273571414,0.332133835022615,0.390080189268685,0.153273871353724,0.167054084663166,0.0645385211375712,0.207014169384326,-0.942749842667114,0.502091943797236,0.819356494957714,0.334354813184663,0.358692105976426,0.204794412646013,0.97469047213127,1.10439639235144,0.3666252747919,0.293589411514393,-1.08641655462955,-1.24172589710467,0.176930708159078,1,0,0,0,0,1
"Dylan Windler",15.2110812604812,-0.110545437368921,-1.22258117110903,0.53062825106217,-0.864211299121844,0.0307716586667537,0.119801199812621,0.0628009012390304,1.16315080980568,2.28238238567653,0.418052223613636,0.202236866494896,0.365178629800072,0.34245214027943,0.186063694176715,0.241162056816888,0.0198026272961797,0.232697764119021,-1.34220568933437,0.208544751893057,-0.806653293485501,-1.03460938477206,0.863490211141156,0.10354067894084,-0.822774078963463,-0.116001347685833,0.108213584640233,-1.42021209707458,-1.19705586429479,-0.775883718260657,0.0317486983145803,0,0,0,1,0,0
"Eric Bledsoe",15.1764871110999,1.5874324806177,0.0134853154457624,1.52605630349505,-0.315868373043212,0.154150679827258,0.233993567338276,0.328504066972036,2.3887627892351,2.60268968544438,0.414755155015257,0.0905968953522266,0.277297763146065,0.239797986219347,0.400682044667565,0.374693449441411,0.0392207131532813,0.311886761148598,0.237460613395238,0.166496515649558,0.41285404784691,-0.702739276176489,0.935604226164688,0.135801541159062,-0.0874476716974355,-1.64149852273243,0.273293334999681,0.442615629652565,0.204375391464965,-0.0438460086486367,0.176930708159078,0,0,1,0,0,1
"Eric Gordon",16.7894245341233,1.83000075461579,0.437902904579195,1.7404661748405,1.10982323476123,0.171850256926659,0.143706720666175,0.22314355131421,2.66722820658195,2.57261223020711,0.478715569847757,0.0422003544903765,0.164720361316946,0.13209906962959,0.253357329910706,0.135801541159062,0.032789822822991,0.25619140536041,-0.107523981453757,0.282232467684216,-1.51803257592941,0.126935995312433,-1.58838629965896,0.0953101798043249,-0.0465962046271007,-1.03129965271379,0.14595391262308,-0.0789761338310364,0.24125516135338,0.621642818271381,0.176930708159078,0,0,0,0,1,1
"Evan Fournier",16.7058823158604,0.859727658623436,1.38457505053185,1.79175946922805,1.98717191648704,0.099090902644231,0.182321556793955,0.177681177237452,2.71469474382088,2.58776403522771,0.440832251945456,0.0626509649616673,0.203671447901389,0.168227793718095,0.217812392491295,0.269332933783584,0.0263173083173734,0.172271220940453,0.2919318652135,0.282232467684216,0.819356494957714,0.00248470458909412,-0.218220014211836,0.159332038569256,-0.455110875330449,-0.116001347685833,0.217412876605225,0.368102520583479,0.941970789233259,1.68642494134341,0.121360857004267,0,0,0,0,1,1
"Evan Mobley",15.9530700529788,-1.32338680735937,1.34642823844678,1.96009478404727,-0.97387988433757,0.22314355131421,0.447014111021037,0.208217901097534,2.77258872223978,2.83907846350861,0.437609561434732,0.260372893082566,0.435318071257845,0.415591776926094,0.21286596855597,0.197359434158495,0.136859182717197,0.221542269947236,0.219303529455817,0.282232467684216,2.34374067162323,-0.204934113283136,1.07983225621175,0.219500560035709,-0.0465962046271007,1.40949582736076,0.505094949057006,0.666154956859823,0.499413550572283,-0.775883718260657,0.350202429433115,0,1,0,0,0,1
"Frank Jackson",14.9629130108018,-0.5956819853651,-0.253816806646681,1.54756250871601,0.451811723466873,0.154150679827258,0.111703989580001,0.088553397341445,2.45100509811232,2.45100509811232,0.425267735404344,0.0707155247983977,0.169382374422757,0.142082513613773,0.144463241671569,0.182321556793955,0.0230652729309962,0.12575120530556,0.310088949152921,0.214409871345455,-1.0099045170409,-0.578287985453151,-1.2278162245413,0.0702042586732486,-0.455110875330449,-1.03129965271379,0.14595391262308,-0.526054788245552,0.315014701130209,1.02093611442339,0.121360857004267,0,0,1,0,0,0
"Frank Kaminsky",14.7170896016926,0.617159384625346,-1.60555869819322,1.6094379124341,-0.644874128690391,0.189241999638528,0.262364264467491,0.121889817609037,2.45100509811232,3.10458667846607,0.491642804349217,0.253706201724376,0.389731326805951,0.379690485419549,0.187760047424893,0.32340015505386,0.107358518320499,0.118671529717499,-0.0348956456960742,0.226037909340574,-1.1115301288186,1.16403008467358,1.80097240644708,0.127833371509885,0.97469047213127,1.71459526237008,0.346624608085231,-0.675081006383724,-0.4594604665265,-0.709334835568655,0.0625203569813341,1,0,0,0,0,0
"Frank Ntilikina",14.5266538330615,-0.5956819853651,-0.914662299458388,0.916290731874155,-0.535205543474665,0.0408219945202552,0.10354067894084,0.105360515657826,1.62924053973028,2.43361335540045,0.414094434806219,0.0787155674654739,0.262576151320705,0.218552877605611,0.26283607386525,0.31015492830384,0.0295588022415444,0.210260925483196,-0.325408988726807,0.202645029765869,-0.501776458152398,-0.993125621197611,0.647148166070557,0.10354067894084,-0.659368210682123,-0.726200217704471,0.108213584640233,-1.12215966079824,-0.828258165410647,-0.642785952876653,0,0,0,0,0,1,0
"Franz Wagner",15.4753145350413,-1.32338680735937,1.47417889330719,1.91692261218206,0.0131373826039673,0.22314355131421,0.269332933783584,0.237849698703905,2.78501124223834,2.75366071235426,0.44404459007564,0.144249608844547,0.28354127978575,0.257655603619353,0.27843701430773,0.226773319364788,0.0424207158839523,0.182321556793955,0.364560200971183,0.314493329902438,0.514479659624611,0.00248470458909412,-0.218220014211836,0.167054084663166,0.157661130724574,1.10439639235144,0.294799540220645,0.368102520583479,0.720692169902771,0.0227028740433655,0.121360857004267,0,0,0,1,0,1
"Fred VanVleet",16.8718674533347,0.374591110627257,1.52659645523702,2.05412373369555,2.75485201299713,0.271933715483642,0.296731907971699,0.482654746799294,3.05870707271538,2.90690105984738,0.439544421761027,0.0747235461959366,0.27311365662349,0.218552877605611,0.435678886704661,0.349375641457121,0.0456105112520523,0.22314355131421,0.818487299456703,0.405465108108164,1.42911016562392,1.45441642969471,0.358692105976426,0.355765439555892,-0.781922611893128,-1.64149852273243,0.346624608085231,1.48579915661977,2.0483638858857,2.68465818172344,0.121360857004267,0,0,1,0,0,1
"Furkan Korkmaz",15.4249484703984,-0.35311371136701,0.0860740334061847,1.30833281965018,-0.096531202611759,0.099090902644231,0.189868762429337,0.162055859334371,2.15176220325946,2.41591377830105,0.406797553341943,0.0747235461959366,0.28354127978575,0.233773871615966,0.237356988564265,0.197359434158495,0.0198026272961797,0.158711691154821,-0.289094820847965,0.202645029765869,-0.298525234596996,-0.661255512602043,-0.795132134400099,0.0702042586732486,-0.577665276541454,0.189098087323485,0.120952610417662,-1.12215966079824,-0.0906627676423527,0.488545052887378,0.0923733201310151,0,0,0,0,1,0
"Gabe Vincent",14.4119689588877,-0.110545437368921,0.329637312006845,1.41098697371026,0.671148893898326,0.0606246218164348,0.127833371509885,0.252342706006472,2.27212588550934,2.45100509811232,0.438899884194402,0.0666913744986721,0.183239409084183,0.1585032438261,0.334132370095918,0.31015492830384,0.0263173083173734,0.268499253035007,-0.252780652969124,0.237532288766309,0.514479659624611,-0.619771749027597,0.358692105976426,0.119801199812621,-0.659368210682123,-1.03129965271379,0.182321556793955,0.442615629652565,-0.0537829977539379,0.55509393557938,0.0625203569813339,0,0,1,0,0,0
"Garrett Temple",15.4555746639401,2.31513730261197,-0.347948868122767,1.06471073699243,-0.206199787827486,0.0507723253734231,0.159332038569256,0.113659318472521,1.82454929205105,2.26176309847379,0.401457086710626,0.117783035656383,0.28146443584091,0.242796489215604,0.172388267377039,0.296731907971699,0.0645385211375712,0.211880359035499,-0.960906926606535,0.19074012725955,-0.400150846374697,-0.993125621197611,0.21446407592936,0.0953101798043249,-0.863625546033797,-0.421100782695152,0.205852054204149,-0.74959411545281,-0.533220006303329,-0.0438460086486367,0.0625203569813339,0,0,0,0,1,0
"Garrison Mathews",14.5086577385242,-0.110545437368921,0.491967091491116,1.33500106673234,1.0001546495455,0.206336432997829,0.197359434158495,0.088553397341445,2.39789527279837,2.484906649788,0.471252848646167,0.0826917158451134,0.247634571322505,0.20930781946156,0.102903511964774,0.255346691808845,0.0424207158839523,0.132781111233818,-0.870121506909431,0.319770387003281,-0.908278905263202,-0.37086916758092,-0.723018119376566,0.0953101798043249,-0.0465962046271007,-0.421100782695152,0.228841572428847,0.0700500843071356,-0.0906627676423527,1.08748499711539,0.176930708159078,0,0,0,0,1,1
"Gary Payton II",15.9317660727668,0.859727658623436,-0.139101932894482,1.38629436111989,-0.644874128690391,0.0507723253734231,0.204794412646013,0.0800427076735364,2.09186406167839,2.9338568698359,0.518198378095404,0.24699476713639,0.343921790774657,0.345158501877173,0.144463241671569,0.525266307920785,0.0551192992210795,0.17898265552844,-0.888278590848852,0.335436503747681,1.22585894206852,0.292871049610217,2.44999854165888,0.241162056816888,-0.863625546033797,-1.03129965271379,0.326215736454024,-0.526054788245552,-1.01265701485272,-0.709334835568655,0.0923733201310151,0,0,0,0,1,0
"Gary Trent Jr.",16.6650603213402,-0.5956819853651,1.50807192418852,2.00148000021012,1.98717191648704,0.231442354128905,0.197359434158495,0.169899036795397,2.96010509591084,2.75366071235426,0.43567095016523,0.0463240716742384,0.192371892647456,0.148683197645125,0.165479777033227,0.374693449441411,0.0263173083173734,0.109750863959119,0.473502704607708,0.366051139567288,1.12423333029082,0.126935995312433,0.21446407592936,0.204794412646013,-0.29170500704911,-0.421100782695152,0.294799540220645,-0.00446302476195037,1.67956618700155,1.75297382403541,0.121360857004267,0,0,0,0,1,1
"George Hill",15.2018049190842,2.31513730261197,-0.134710932942245,1.16315080980568,-0.425536958258938,0.10848064299407,0.182321556793955,0.185403223331363,1.97408102602201,2.41591377830105,0.439544421761027,0.132992454319912,0.23682365521829,0.224669104623047,0.226002446461339,0.255346691808845,0.0165293019512105,0.213497174262404,-1.36036277327379,0.271243346108621,-0.400150846374697,-0.744223039750935,0.430806120999959,0.111703989580001,-1.14958581552614,-0.726200217704471,0.205852054204149,-0.74959411545281,-0.606979546080159,-0.310041539416644,0,0,0,1,0,0,0
"Georges Niang",15.0582231906061,0.617159384625346,0.523939059893344,1.43508452528932,1.0001546495455,0.0703807967617996,0.189868762429337,0.113659318472521,2.32238772029023,2.45958884180371,0.466246580368023,0.0666913744986721,0.271015019966569,0.221615667136156,0.163745171221019,0.151549898127201,0.0230652729309962,0.167207918983906,-0.434351492363332,0.282232467684216,-0.0952740110415943,-0.16345034970869,-0.795132134400099,0.10354067894084,0.566175801427922,0.189098087323485,0.120952610417662,0.144563193376221,-0.127542537530767,0.555093935579379,0.0317486983145803,0,1,0,0,0,0
"Giannis Antetokounmpo",17.5648397480148,0.374591110627257,1.1709254591058,2.42480272571829,-0.096531202611759,0.623037614372919,0.627395802997165,0.429856561232324,3.4307561839037,3.49953328238302,0.490418813988328,0.250356114839095,0.608387211650773,0.538678383981157,0.499721253031756,0.255346691808845,0.125163142954006,0.218331994316988,2.85208070067183,0.633427945858323,2.34374067162323,3.32118579054478,2.52211255668241,0.577634293438101,1.05639340627194,1.40949582736076,0.496436886313891,2.52898268358697,1.38452802789424,0.222349522119371,0.693147180559945,0,1,0,0,0,1
"Goga Bitadze",15.3768792362964,-0.838250259363189,-0.852090550139007,1.28093384546206,-0.754542713906117,0.126999690761308,0.167054084663166,0.0969922659873097,2.07944154167984,2.94443897916644,0.466873736236808,0.414048851799556,0.351703931216712,0.415591776926094,0.206232445060336,0.226773319364788,0.154150679827258,0.24059046491793,0.128518109758713,0.271243346108621,-0.806653293485501,0.0854522317379867,-0.434562059282434,0.119801199812621,1.38320514283462,1.71459526237008,0.336472236621213,-0.0789761338310364,-0.791378395522232,-0.709334835568655,0.176930708159078,1,0,0,0,0,0
"Gordon Hayward",17.219204819825,1.34486420661961,0.291078843676261,1.91692261218206,0.671148893898326,0.23967285326542,0.296731907971699,0.287682072451781,2.82731362192903,2.77881927199042,0.451075619360217,0.10233871322891,0.30204129352967,0.254701391721922,0.284609873414811,0.226773319364788,0.0424207158839523,0.192271887647123,0.273774781274079,0.303854931697382,-0.400150846374697,0.209903522461325,-0.5787900893295,0.143706720666175,0.361918466076248,0.189098087323485,0.273293334999681,0.219076302445307,0.831331479568015,0.355447287503374,0.121360857004267,0,0,0,1,0,1
"Grant Williams",15.2755852125571,-0.5956819853651,0.724278432714169,1.30833281965018,0.23247455303542,0.10848064299407,0.219500560035709,0.088553397341445,2.17475172148416,2.50143595173921,0.491642804349217,0.151684587332065,0.28146443584091,0.26353797352242,0.110256486270033,0.167054084663166,0.0892311337279426,0.208638865111328,-1.19694901781901,0.330241686870577,1.22585894206852,-0.412352931155367,0.791376196117623,0.167054084663166,0.811284603849931,-0.116001347685833,0.251314428280906,0.0700500843071356,-0.606979546080159,-0.110394891340639,0.0317486983145803,0,1,0,0,0,0
"Grayson Allen",15.9555767214605,0.132022836629168,0.61861999636346,1.58923520511658,1.32916040519268,0.099090902644231,0.233993567338276,0.130053128248198,2.4932054526027,2.61739583283408,0.475612868010246,0.0787155674654739,0.262576151320705,0.221615667136156,0.144463241671569,0.197359434158495,0.032789822822991,0.12575120530556,-0.724864835394065,0.350860974073313,0.00635160073610648,0.417322340333555,-0.146105999188304,0.189868762429337,-0.741071144822793,-0.726200217704471,0.194156014440957,-0.675081006383724,0.0568563119113058,0.887838349039389,0.0317486983145803,0,0,0,0,1,1
"Greg Brown III",14.2624489684457,-1.32338680735937,-0.977782923771799,0.993251773010283,-0.864211299121844,0.0896121586896871,0.167054084663166,0.0628009012390304,1.7404661748405,2.484906649788,0.415415438961333,0.24023798467351,0.389731326805951,0.366549691858491,0.153273871353724,0.31015492830384,0.116300455696161,0.248421358498478,-0.361723156605649,0.19074012725955,-0.908278905263202,-1.49093078409096,-0.506676074305968,0.0702042586732486,-0.414259408260114,0.189098087323485,0.228841572428847,-0.302515461038294,-0.828258165410647,-0.842432600952659,0.149531733970964,0,0,0,1,0,0
"Hamidou Diallo",15.4641691835517,-0.5956819853651,-0.110834870701955,1.70474809223843,-0.864211299121844,0.154150679827258,0.28312625591592,0.113659318472521,2.484906649788,2.81540871942271,0.432431556337979,0.216223108469636,0.415515443961666,0.371826748959335,0.182662330353225,0.399386062031782,0.0392207131532813,0.165514438477573,0.473502704607708,0.231801614057324,0.107977212513807,-0.329385404006474,0.502920136023492,0.143706720666175,-0.577665276541454,-0.421100782695152,0.326215736454024,0.293589411514393,0.0199765420228912,-0.642785952876653,0.2295744416445,0,0,0,0,1,1
"Harrison Barnes",16.7252639940035,0.859727658623436,1.69633604714069,1.80828877117927,0.671148893898326,0.377294231141468,0.34294475112683,0.200670695462151,2.85647020622048,2.81540871942271,0.484276288532454,0.136758937115389,0.343921790774657,0.2981235531722,0.194516829887773,0.167054084663166,0.0165293019512105,0.188966099512623,-0.0712098135749157,0.457241377631884,-0.400150846374697,0.79067621250357,-0.939360164447165,0.212174519943636,0.361918466076248,0.494197522332804,0.251314428280906,-0.302515461038294,0.425654010795454,0.488545052887378,0.279584862219162,0,1,0,0,0,1
"Haywood Highsmith",14.3766326394412,-0.110545437368921,-1.62957197918202,0.587786664902119,-0.754542713906117,0.0103627870355467,0.0702042586732486,0.0273989741881143,1.19392246847243,2.07944154167984,0.368801123736573,0.266995433843059,0.262576151320705,0.295286671837,0.0992066500834481,0.10354067894084,0.0614086281286434,0.111541374732908,-0.942749842667114,0.196710294246054,-1.2131557405963,-1.20054443906984,-0.939360164447165,0.0953101798043249,0.157661130724574,-0.726200217704471,0.108213584640233,-1.64375142428184,-1.08641655462955,-0.775883718260657,0.0625203569813339,0,0,0,1,0,0
"Herbert Jones",14.3949289731959,-0.5956819853651,1.34642823844678,1.50407739677627,-0.535205543474665,0.171850256926659,0.204794412646013,0.177681177237452,2.35137525716348,2.58776403522771,0.452984624076141,0.177280134521028,0.234647375795694,0.236790465155392,0.186063694176715,0.399386062031782,0.0800427076735364,0.237440856015034,-0.997221094485377,0.314493329902438,1.12423333029082,-0.661255512602043,1.07983225621175,0.174716957408735,-0.414259408260114,0.189098087323485,0.433635985074861,0.964207393136167,-0.238181847196012,-0.443139304800647,0.0923733201310151,0,1,0,0,0,1
"Immanuel Quickley",14.6554557392491,-0.838250259363189,0.61861999636346,1.52605630349505,0.671148893898326,0.214775301643693,0.226773319364788,0.280713403135687,2.50959926237837,2.74727091425549,0.433728573381024,0.0747235461959366,0.308132682923072,0.248766656202107,0.406146539139643,0.241162056816888,0.00664454271866851,0.197210169287705,0.546131040365391,0.335436503747681,0.41285404784691,0.251387286035771,-0.00187796914123819,0.182321556793955,-1.06788288138547,-1.03129965271379,0.14595391262308,0.219076302445308,0.425654010795454,0.754740583655385,0.0923733201310153,0,0,1,0,0,0
"Isaac Okoro",15.7672437203224,-1.08081853336128,0.867534806155909,1.41098697371026,-0.425536958258938,0.171850256926659,0.159332038569256,0.154150679827258,2.28238238567653,2.43361335540045,0.463104887554579,0.16273442351865,0.178641699835554,0.19370687901908,0.160266906844694,0.226773319364788,0.032789822822991,0.188966099512623,-1.23326318569785,0.330241686870577,0.514479659624611,-0.827190566899827,0.502920136023492,0.111703989580001,0.361918466076248,-0.421100782695152,0.273293334999681,0.144563193376221,-0.4594604665265,-0.443139304800648,0.149531733970964,0,0,0,1,0,1
"Isaiah Hartenstein",15.8702594808037,-0.5956819853651,-0.183560807410885,1.48160454092422,-1.0835484695533,0.126999690761308,0.255346691808845,0.200670695462151,2.23001440015921,3.13549421592915,0.509224342399017,0.373345558686052,0.406382960398393,0.440468681681498,0.350109471031933,0.31015492830384,0.165514438477573,0.285178942233662,-0.143838149332599,0.376051222901871,0.819356494957714,0.749192448929124,2.23365649658828,0.255346691808845,1.38320514283462,1.71459526237008,0.405465108108164,0.442615629652565,-0.938897475075891,-1.30827477979667,0.176930708159078,1,0,0,0,0,0
"Isaiah Jackson",14.7608784226978,-1.32338680735937,-1.11280617230309,1.43508452528932,-1.19321705476902,0.163039627244504,0.204794412646013,0.0273989741881143,2.23001440015921,3.06805293513362,0.474369086755376,0.422559541467465,0.415515443961666,0.462340756500166,0.0576127527846111,0.349375641457121,0.246860077931526,0.246860077931526,0.600602292183654,0.237532288766309,-0.7050276817078,-0.495320458304258,0.0702360458822945,0.111703989580001,-0.455110875330449,1.10439639235144,0.433635985074861,0.442615629652565,-0.754498625633817,-1.24172589710467,0.20359895524124,0,1,0,0,0,0
"Isaiah Joe",14.3935953111546,-0.838250259363189,-1.01606695460537,0.741937344729377,-0.425536958258938,0.0507723253734231,0.0786431273191131,0.0540672212702758,1.52605630349505,2.16332302566054,0.418052223613636,0.0463240716742384,0.221489291218183,0.177858686779056,0.153273871353724,0.182321556793955,0.0132452267500207,0.167207918983906,-0.670393583575802,0.196710294246054,-1.0099045170409,-1.11757691192095,-1.08358819449423,0.0702042586732486,-2.08916955814384,-0.726200217704471,0.0689928714869514,-1.42021209707458,-0.902017705187476,-0.310041539416644,0.0317486983145803,0,0,0,0,1,0
"Isaiah Livers",14.2624489684457,-0.5956819853651,-1.32714185747168,1.16315080980568,0.23247455303542,0.0606246218164348,0.182321556793955,0.0969922659873097,2.00148000021012,2.4932054526027,0.487966329619908,0.159064694629687,0.295912571588296,0.266466233301508,0.151517944651459,0.269332933783584,0.051959738930711,0.2390169004705,-1.23326318569785,0.220240791656248,-1.1115301288186,-0.37086916758092,-0.146105999188304,0.10354067894084,0.647878735568592,-0.116001347685833,0.240141127682781,-0.302515461038294,-0.754498625633817,-0.110394891340639,0.0317486983145803,0,0,0,1,0,0
"Isaiah Roby",14.4733833483852,-0.5956819853651,-0.550895397165233,1.54756250871601,-0.206199787827486,0.163039627244504,0.255346691808845,0.138150338480817,2.40694510831829,2.96010509591084,0.474369086755376,0.296265816143172,0.357501048901038,0.371826748959335,0.221096467692485,0.28312625591592,0.104360015324243,0.187309098304994,-0.0348956456960742,0.298492988555997,-0.298525234596996,0.334354813184663,0.142350060905828,0.151549898127201,0.566175801427922,0.494197522332804,0.386233746180277,0.219076302445307,-0.38570092674967,-0.642785952876653,0.25489224962879,0,1,0,0,0,1
"Isaiah Stewart",15.0490382810291,-1.32338680735937,0.640300558627631,1.50407739677627,-1.0835484695533,0.099090902644231,0.405465108108164,0.105360515657826,2.23001440015921,2.70805020110221,0.438254930931155,0.439366659783846,0.515772047701316,0.531974448258967,0.131996472906439,0.10354067894084,0.122217632724249,0.242161557149972,-0.833807339030589,0.287682072451781,0.41285404784691,-0.868674330474273,-0.5787900893295,0.0531098253139483,1.38320514283462,0.494197522332804,0.505094949057006,0.815181174997995,-0.422580696638085,-1.17517701441267,0.149531733970964,1,0,0,0,0,1
"Isaiah Todd",14.2624489684457,-1.32338680735937,-1.75169666535362,0.470003629245736,-0.97387988433757,0.0206192872027356,0.0702042586732486,0.0273989741881143,0.993251773010283,1.7404661748405,0.299363577225619,0.180883742024327,0.312173092460077,0.295286671837,0.139139360418819,0.399386062031782,0.0738698485664555,0.219938420365261,0.0740468579404508,0.184734103199339,-1.31478135237401,-2.19615476485655,-0.867246149423632,0.0953101798043249,0.116809663654239,0.799296957342123,0.108213584640233,-1.8672907514891,-1.08641655462955,-0.775883718260657,0.0923733201310151,0,1,0,0,0,0
"Ish Smith",15.36837811891,1.83000075461579,-0.310762587277258,1.33500106673234,-0.864211299121844,0.0206192872027356,0.151549898127201,0.301475394584117,1.98787434815435,2.60268968544438,0.381855242469031,0.0984400728132525,0.266804487430226,0.230748150699429,0.497236779704094,0.31015492830384,0.0582689081239758,0.262364264467491,0.164832277637555,0.178691788743376,-0.501776458152398,-0.744223039750935,-0.434562059282434,0.0870113769896297,-1.68065488744049,-1.94659795774175,0.194156014440957,-0.526054788245552,-0.275061617084426,-1.04207924902866,0.0625203569813339,0,0,1,0,0,0
